payment_id,ride_id,mode,amount,status,tip_amount
P002475,R002475,Cash,29.24,Success,0
P002476,R002476,UPI,32.12,Success,0
P002477,R002477,Cash,180.04,Success,0
P002478,R002478,UPI,142.0,Success,0
P002479,R002479,UPI,47.24,Success,0
P002480,R002480,UPI,57.56,Success,0
P002481,R002481,UPI,90.8,Success,10
P002482,R002482,UPI,54.64,Success,5
P002483,R002483,Cash,100.48,Success,5
P002484,R002484,Card,148.72,Failed,0
P002485,R002485,UPI,50.44,Success,10
P002486,R002486,UPI,38.54,Success,0
P002487,R002487,UPI,64.48,Success,0
P002488,R002488,Card,75.44,Success,5
P002489,R002489,UPI,73.0,Success,0
P002490,R002490,UPI,68.92,Success,0
P002491,R002491,UPI,156.16,Success,10
P002492,R002492,Card,65.8,Success,0
P002493,R002493,UPI,202.12,Success,10
P002494,R002494,Cash,72.68,Success,20
P002495,R002495,Card,23.96,Success,0
P002496,R002496,UPI,57.56,Failed,0
P002497,R002497,Cash,90.8,Success,5
P002498,R002498,UPI,92.96,Success,0
P002499,R002499,UPI,29.9,Success,0
P002500,R002500,UPI,89.0,Success,10
P002501,R002501,Card,132.08,Success,0
P002502,R002502,UPI,48.04,Failed,0
P002503,R002503,Card,72.8,Failed,10
P002504,R002504,UPI,245.36,Success,10
P002505,R002505,UPI,139.48,Success,0
P002506,R002506,UPI,98.34,Success,0
P002507,R002507,UPI,62.72,Pending,10
P002508,R002508,UPI,118.24,Success,0
P002509,R002509,UPI,36.5,Success,0
P002510,R002510,UPI,119.92,Success,0
P002511,R002511,UPI,98.78,Success,0
P002512,R002512,UPI,50.78,Success,0
P002513,R002513,UPI,26.54,Success,0
P002514,R002514,UPI,62.76,Success,0
P002515,R002515,Card,53.44,Success,0
P002516,R002516,Card,33.1,Success,5
P002517,R002517,UPI,68.04,Success,10
P002518,R002518,UPI,68.44,Success,0
P002519,R002519,UPI,29.18,Success,0
P002520,R002520,Cash,97.24,Success,0
P002521,R002521,UPI,28.7,Success,0
P002522,R002522,Cash,27.02,Success,0
P002523,R002523,Cash,34.58,Success,0
P002524,R002524,UPI,78.64,Success,0
P002525,R002525,UPI,85.98,Success,5
P002526,R002526,UPI,43.04,Failed,0
P002527,R002527,Card,45.12,Success,10
P002528,R002528,UPI,38.7,Success,0
P002529,R002529,UPI,211.68,Success,0
P002530,R002530,Card,37.88,Success,0
P002531,R002531,Cash,69.28,Success,0
P002532,R002532,UPI,165.08,Success,10
P002533,R002533,UPI,37.68,Success,10
P002534,R002534,UPI,98.56,Success,0
P002535,R002535,Card,42.14,Success,0
P002536,R002536,UPI,165.64,Success,0
P002537,R002537,UPI,67.12,Success,0
P002538,R002538,Cash,37.34,Success,0
P002539,R002539,Card,55.5,Success,0
P002540,R002540,UPI,117.4,Success,0
P002541,R002541,UPI,179.72,Failed,0
P002542,R002542,UPI,71.52,Success,5
P002543,R002543,Wallet,43.24,Success,10
P002544,R002544,Card,108.64,Success,0
P002545,R002545,UPI,50.04,Success,0
P002546,R002546,Card,53.08,Success,0
P002547,R002547,Card,81.32,Success,0
P002548,R002548,UPI,101.68,Success,0
P002549,R002549,UPI,181.32,Success,5
P002550,R002550,Card,39.32,Pending,0
P002551,R002551,UPI,188.52,Success,10
P002552,R002552,UPI,40.58,Success,0
P002553,R002553,Card,85.48,Success,0
P002554,R002554,UPI,66.5,Success,0
P002555,R002555,UPI,38.84,Success,0
P002556,R002556,UPI,86.68,Success,0
P002557,R002557,UPI,38.76,Success,0
P002558,R002558,UPI,42.38,Success,5
P002559,R002559,Cash,88.88,Success,5
P002560,R002560,UPI,146.68,Success,0
P002561,R002561,UPI,100.24,Success,5
P002562,R002562,UPI,40.44,Success,10
P002563,R002563,UPI,59.58,Success,10
P002564,R002564,Card,54.16,Success,0
P002565,R002565,Cash,59.24,Success,0
P002566,R002566,Card,67.6,Success,0
P002567,R002567,Cash,29.9,Success,0
P002568,R002568,UPI,59.56,Success,0
P002569,R002569,Card,56.04,Success,0
P002570,R002570,Card,75.68,Success,0
P002571,R002571,UPI,91.72,Success,0
P002572,R002572,Card,66.44,Success,0
P002573,R002573,Wallet,57.32,Success,0
P002574,R002574,UPI,31.1,Success,0
P002575,R002575,UPI,25.82,Success,0
P002576,R002576,UPI,53.3,Success,0
P002577,R002577,UPI,36.68,Success,0
P002578,R002578,Card,218.44,Success,0
P002579,R002579,UPI,72.96,Success,5
P002580,R002580,Card,188.96,Success,10
P002581,R002581,UPI,184.6,Success,0
P002582,R002582,Wallet,51.36,Success,5
P002583,R002583,UPI,47.96,Success,0
P002584,R002584,UPI,131.6,Success,0
P002585,R002585,UPI,36.78,Success,10
P002586,R002586,UPI,85.84,Success,0
P002587,R002587,UPI,152.08,Success,0
P002588,R002588,UPI,180.16,Success,20
P002589,R002589,Cash,56.44,Success,0
P002590,R002590,UPI,84.0,Success,10
P002591,R002591,UPI,175.16,Success,0
P002592,R002592,UPI,83.16,Success,5
P002593,R002593,UPI,80.64,Success,0
P002594,R002594,Card,156.36,Success,5
P002595,R002595,Card,86.44,Success,0
P002596,R002596,UPI,78.62,Success,5
P002597,R002597,Cash,69.52,Success,0
P002598,R002598,UPI,67.88,Success,0
P002599,R002599,UPI,99.52,Success,0
P002600,R002600,Card,34.76,Success,0
P002601,R002601,Card,106.72,Success,0
P002602,R002602,UPI,75.04,Success,0
P002603,R002603,UPI,82.96,Success,0
P002604,R002604,UPI,86.6,Success,0
P002605,R002605,UPI,30.2,Success,0
P002606,R002606,UPI,71.32,Success,0
P002607,R002607,UPI,103.56,Success,0
P002608,R002608,UPI,109.0,Success,0
P002609,R002609,UPI,43.7,Success,0
P002610,R002610,Card,86.2,Success,10
P002611,R002611,Card,65.28,Success,5
P002612,R002612,UPI,60.04,Success,0
P002613,R002613,Card,31.28,Success,0
P002614,R002614,Card,131.26,Success,20
P002615,R002615,UPI,132.64,Success,0
P002616,R002616,Cash,126.12,Success,0
P002617,R002617,UPI,168.28,Success,0
P002618,R002618,UPI,105.04,Success,0
P002619,R002619,UPI,64.48,Success,0
P002620,R002620,Card,86.24,Success,10
P002621,R002621,UPI,37.88,Success,0
P002622,R002622,Card,159.4,Success,0
P002623,R002623,UPI,81.82,Success,20
P002624,R002624,UPI,56.36,Pending,0
P002625,R002625,UPI,87.58,Success,5
P002626,R002626,UPI,79.36,Success,0
P002627,R002627,Card,26.9,Success,0
P002628,R002628,Cash,45.32,Success,0
P002629,R002629,Card,70.12,Success,0
P002630,R002630,UPI,93.48,Success,10
P002631,R002631,Cash,68.2,Success,0
P002632,R002632,Card,74.6,Success,0
P002633,R002633,Card,208.04,Success,10
P002634,R002634,Card,160.04,Success,5
P002635,R002635,UPI,34.34,Success,0
P002636,R002636,UPI,62.52,Success,5
P002637,R002637,UPI,64.7,Success,5
P002638,R002638,Card,71.0,Success,0
P002639,R002639,Card,63.24,Success,0
P002640,R002640,Cash,42.86,Pending,0
P002641,R002641,Card,55.42,Success,5
P002642,R002642,Cash,80.92,Success,0
P002643,R002643,Cash,78.4,Success,5
P002644,R002644,Card,63.4,Success,0
P002645,R002645,Card,171.2,Success,0
P002646,R002646,Card,35.56,Success,0
P002647,R002647,UPI,71.88,Success,5
P002648,R002648,Card,77.76,Success,20
P002649,R002649,Card,63.64,Success,0
P002650,R002650,UPI,98.64,Success,0
P002651,R002651,UPI,87.96,Success,5
P002652,R002652,Cash,53.56,Failed,0
P002653,R002653,UPI,128.84,Success,0
P002654,R002654,UPI,38.9,Success,0
P002655,R002655,UPI,41.72,Success,0
P002656,R002656,Card,147.16,Success,0
P002657,R002657,UPI,67.7,Success,0
P002658,R002658,UPI,35.48,Success,0
P002659,R002659,Card,262.24,Success,0
P002660,R002660,UPI,138.72,Success,20
P002661,R002661,UPI,88.6,Success,0
P002662,R002662,UPI,71.96,Success,0
P002663,R002663,Cash,41.72,Success,0
P002664,R002664,Cash,78.6,Success,5
P002665,R002665,Cash,24.56,Success,0
P002666,R002666,UPI,63.4,Success,0
P002667,R002667,Wallet,89.72,Success,10
P002668,R002668,UPI,41.88,Success,0
P002669,R002669,Card,68.0,Success,10
P002670,R002670,UPI,108.12,Success,5
P002671,R002671,UPI,59.28,Success,5
P002672,R002672,Cash,87.28,Success,0
P002673,R002673,Card,37.96,Success,0
P002674,R002674,UPI,88.2,Success,5
P002675,R002675,UPI,106.28,Success,10
P002676,R002676,Card,145.72,Success,0
P002677,R002677,UPI,64.28,Success,0
P002678,R002678,Card,29.0,Success,0
P002679,R002679,UPI,166.72,Success,0
P002680,R002680,UPI,56.32,Failed,0
P002681,R002681,UPI,116.44,Success,20
P002682,R002682,UPI,80.2,Success,0
P002683,R002683,Card,110.2,Success,0
P002684,R002684,Card,134.56,Success,0
P002685,R002685,UPI,156.36,Success,0
P002686,R002686,UPI,67.3,Failed,20
P002687,R002687,UPI,45.72,Success,0
P002688,R002688,Card,75.62,Success,0
P002689,R002689,UPI,176.44,Success,0
P002690,R002690,UPI,77.96,Success,0
P002691,R002691,Wallet,105.28,Success,0
P002692,R002692,UPI,66.26,Success,5
P002693,R002693,UPI,183.36,Success,5
P002694,R002694,Cash,90.28,Success,0
P002695,R002695,UPI,138.28,Success,0
P002696,R002696,UPI,59.8,Success,5
P002697,R002697,UPI,109.24,Success,0
P002698,R002698,UPI,78.36,Success,5
P002699,R002699,Card,84.84,Success,5
P002700,R002700,UPI,75.52,Success,0
P002701,R002701,UPI,53.96,Success,0
P002702,R002702,Cash,28.76,Success,0
P002703,R002703,Cash,43.08,Pending,0
P002704,R002704,Card,45.72,Success,10
P002705,R002705,Card,74.8,Success,0
P002706,R002706,UPI,59.96,Failed,10
P002707,R002707,UPI,119.04,Success,10
P002708,R002708,Wallet,125.84,Success,0
P002709,R002709,Cash,56.56,Success,0
P002710,R002710,Card,76.12,Success,0
P002711,R002711,Card,47.72,Success,0
P002712,R002712,Card,164.36,Success,10
P002713,R002713,UPI,98.28,Success,0
P002714,R002714,UPI,176.6,Success,10
P002715,R002715,UPI,69.36,Success,0
P002716,R002716,UPI,68.56,Success,0
P002717,R002717,Card,86.56,Success,0
P002718,R002718,Card,61.96,Success,0
P002719,R002719,UPI,56.68,Success,10
P002720,R002720,UPI,44.36,Success,5
P002721,R002721,UPI,94.6,Success,0
P002722,R002722,Cash,63.4,Success,0
P002723,R002723,UPI,73.88,Success,5
P002724,R002724,UPI,80.04,Success,5
P002725,R002725,UPI,81.84,Success,5
P002726,R002726,UPI,106.46,Success,0
P002727,R002727,Card,56.8,Success,0
P002728,R002728,UPI,62.04,Success,5
P002729,R002729,Cash,55.7,Success,0
P002730,R002730,UPI,57.6,Success,0
P002731,R002731,UPI,46.46,Success,0
P002732,R002732,Card,34.52,Success,0
P002733,R002733,Card,133.92,Success,20
P002734,R002734,UPI,29.48,Success,0
P002735,R002735,UPI,77.98,Success,20
P002736,R002736,Card,63.64,Failed,5
P002737,R002737,UPI,118.16,Success,10
P002738,R002738,UPI,64.08,Success,5
P002739,R002739,UPI,92.76,Success,0
P002740,R002740,UPI,51.4,Success,0
P002741,R002741,UPI,63.08,Success,0
P002742,R002742,Cash,28.04,Success,0
P002743,R002743,Cash,44.42,Success,0
P002744,R002744,Card,40.72,Success,5
P002745,R002745,UPI,57.16,Success,0
P002746,R002746,Wallet,152.44,Success,0
P002747,R002747,UPI,75.08,Success,0
P002748,R002748,UPI,104.56,Success,0
P002749,R002749,UPI,48.72,Success,5
P002750,R002750,Cash,60.76,Success,0
P002751,R002751,Wallet,51.96,Success,0
P002752,R002752,Card,61.0,Success,0
P002753,R002753,Card,64.68,Success,5
P002754,R002754,Cash,113.16,Success,20
P002755,R002755,UPI,70.28,Success,10
P002756,R002756,UPI,51.04,Success,0
P002757,R002757,Card,71.28,Success,5
P002758,R002758,Card,35.58,Success,0
P002759,R002759,Card,45.32,Success,0
P002760,R002760,UPI,111.28,Success,0
P002761,R002761,Card,98.56,Success,0
P002762,R002762,UPI,116.44,Success,0
P002763,R002763,UPI,59.64,Success,5
P002764,R002764,Wallet,103.84,Success,0
P002765,R002765,UPI,77.4,Success,20
P002766,R002766,Card,120.68,Success,0
P002767,R002767,Card,103.72,Success,0
P002768,R002768,UPI,49.6,Success,0
P002769,R002769,UPI,35.4,Success,0
P002770,R002770,UPI,36.52,Success,0
P002771,R002771,UPI,69.56,Success,10
P002772,R002772,UPI,40.58,Success,0
P002773,R002773,UPI,66.6,Success,0
P002774,R002774,UPI,155.04,Success,5
P002775,R002775,UPI,76.68,Success,0
P002776,R002776,UPI,38.84,Success,0
P002777,R002777,Cash,72.2,Success,0
P002778,R002778,Cash,75.96,Success,0
P002779,R002779,Card,68.7,Success,10
P002780,R002780,UPI,69.72,Success,5
P002781,R002781,Cash,57.0,Success,20
P002782,R002782,UPI,96.36,Success,10
P002783,R002783,Cash,53.0,Success,0
P002784,R002784,Card,90.48,Pending,5
P002785,R002785,Card,66.74,Success,0
P002786,R002786,Card,75.78,Success,20
P002787,R002787,UPI,58.52,Success,0
P002788,R002788,Wallet,106.32,Success,0
P002789,R002789,UPI,70.12,Success,0
P002790,R002790,UPI,71.56,Success,0
P002791,R002791,UPI,62.54,Success,0
P002792,R002792,UPI,72.48,Pending,0
P002793,R002793,Card,64.12,Success,0
P002794,R002794,UPI,234.8,Success,0
P002795,R002795,Card,245.32,Success,0
P002796,R002796,UPI,25.82,Success,0
P002797,R002797,Wallet,111.36,Success,20
P002798,R002798,Cash,138.6,Success,0
P002799,R002799,Card,54.56,Success,0
P002800,R002800,UPI,58.36,Success,0
P002801,R002801,UPI,168.0,Success,20
P002802,R002802,UPI,80.28,Success,0
P002803,R002803,UPI,96.84,Success,20
P002804,R002804,Card,56.68,Success,0
P002805,R002805,UPI,53.92,Success,0
P002806,R002806,UPI,63.06,Success,10
P002807,R002807,UPI,69.96,Success,0
P002808,R002808,UPI,62.18,Success,0
P002809,R002809,Wallet,58.48,Success,0
P002810,R002810,UPI,55.56,Success,0
P002811,R002811,UPI,136.52,Success,0
P002812,R002812,UPI,87.08,Success,0
P002813,R002813,UPI,61.08,Success,20
P002814,R002814,UPI,60.52,Success,0
P002815,R002815,UPI,60.32,Success,5
P002816,R002816,Wallet,154.6,Success,0
P002817,R002817,Card,98.08,Success,0
P002818,R002818,Card,67.76,Success,10
P002819,R002819,Card,235.72,Success,0
P002820,R002820,UPI,50.82,Success,10
P002821,R002821,UPI,279.64,Success,0
P002822,R002822,Wallet,88.44,Success,5
P002823,R002823,UPI,79.72,Success,0
P002824,R002824,UPI,88.12,Success,0
P002825,R002825,Cash,91.28,Success,5
P002826,R002826,UPI,71.46,Success,10
P002827,R002827,UPI,56.9,Success,0
P002828,R002828,UPI,116.32,Success,0
P002829,R002829,Card,47.4,Success,0
P002830,R002830,Card,103.08,Success,5
P002831,R002831,UPI,47.04,Success,0
P002832,R002832,Cash,80.52,Success,5
P002833,R002833,UPI,85.84,Success,5
P002834,R002834,UPI,71.08,Success,0
P002835,R002835,Card,140.2,Pending,0
P002836,R002836,UPI,114.36,Success,0
P002837,R002837,UPI,129.8,Success,0
P002838,R002838,UPI,95.56,Success,0
P002839,R002839,UPI,156.92,Success,10
P002840,R002840,UPI,117.8,Success,0
P002841,R002841,UPI,95.56,Success,0
P002842,R002842,Card,67.72,Success,0
P002843,R002843,UPI,92.6,Success,0
P002844,R002844,UPI,124.64,Success,0
P002845,R002845,UPI,61.96,Success,10
P002846,R002846,Cash,47.64,Success,0
P002847,R002847,UPI,101.16,Success,0
P002848,R002848,UPI,51.08,Success,0
P002849,R002849,Card,93.72,Success,0
P002850,R002850,Card,46.48,Success,5
P002851,R002851,Wallet,69.68,Success,10
P002852,R002852,Cash,36.68,Success,0
P002853,R002853,UPI,72.28,Success,0
P002854,R002854,UPI,55.36,Success,0
P002855,R002855,UPI,150.4,Success,0
P002856,R002856,UPI,95.76,Success,20
P002857,R002857,Card,148.36,Success,0
P002858,R002858,UPI,72.16,Success,0
P002859,R002859,Cash,102.4,Success,0
P002860,R002860,Cash,57.12,Success,5
P002861,R002861,UPI,92.6,Success,0
P002862,R002862,UPI,28.34,Success,0
P002863,R002863,Card,64.72,Success,0
P002864,R002864,UPI,36.2,Success,0
P002865,R002865,Card,134.68,Success,0
P002866,R002866,Wallet,237.56,Success,0
P002867,R002867,UPI,159.12,Success,5
P002868,R002868,UPI,61.72,Success,0
P002869,R002869,Card,54.44,Success,0
P002870,R002870,UPI,59.54,Success,5
P002871,R002871,UPI,45.24,Success,10
P002872,R002872,UPI,106.08,Success,20
P002873,R002873,Cash,55.58,Success,0
P002874,R002874,Cash,91.48,Success,0
P002875,R002875,UPI,55.96,Success,0
P002876,R002876,Cash,114.16,Success,0
P002877,R002877,Cash,143.92,Success,0
P002878,R002878,UPI,120.28,Success,0
P002879,R002879,UPI,98.68,Success,0
P002880,R002880,UPI,119.44,Success,0
P002881,R002881,UPI,163.84,Failed,0
P002882,R002882,Card,100.2,Success,0
P002883,R002883,Cash,40.04,Failed,0
P002884,R002884,UPI,97.12,Success,0
P002885,R002885,UPI,238.92,Success,0
P002886,R002886,UPI,97.68,Success,5
P002887,R002887,UPI,143.12,Success,0
P002888,R002888,Card,100.68,Success,5
P002889,R002889,UPI,58.88,Success,10
P002890,R002890,UPI,108.52,Success,0
P002891,R002891,Card,29.96,Success,0
P002892,R002892,UPI,72.68,Success,10
P002893,R002893,Card,77.5,Success,10
P002894,R002894,Card,109.28,Success,0
P002895,R002895,UPI,61.72,Success,0
P002896,R002896,Card,55.96,Success,0
P002897,R002897,Card,330.8,Success,10
P002898,R002898,Card,86.8,Success,0
P002899,R002899,UPI,42.76,Success,10
P002900,R002900,UPI,38.76,Success,0
P002901,R002901,UPI,66.84,Success,5
P002902,R002902,UPI,44.44,Success,0
P002903,R002903,Card,141.2,Success,0
P002904,R002904,UPI,63.92,Success,0
P002905,R002905,UPI,24.14,Success,0
P002906,R002906,UPI,43.08,Success,0
P002907,R002907,UPI,27.62,Success,0
P002908,R002908,UPI,78.68,Success,10
P002909,R002909,Card,96.0,Success,5
P002910,R002910,UPI,75.04,Success,0
P002911,R002911,UPI,55.08,Pending,10
P002912,R002912,Cash,67.12,Success,0
P002913,R002913,Card,97.08,Success,0
P002914,R002914,UPI,86.24,Success,0
P002915,R002915,Card,39.0,Success,0
P002916,R002916,UPI,49.48,Success,0
P002917,R002917,UPI,107.28,Success,5
P002918,R002918,UPI,66.2,Success,0
P002919,R002919,UPI,100.4,Success,0
P002920,R002920,UPI,61.0,Success,0
P002921,R002921,Wallet,110.56,Success,0
P002922,R002922,UPI,130.52,Success,0
P002923,R002923,UPI,92.8,Success,0
P002924,R002924,Card,74.44,Success,0
P002925,R002925,UPI,40.7,Success,0
P002926,R002926,Card,30.98,Success,0
P002927,R002927,UPI,81.76,Success,0
P002928,R002928,UPI,28.34,Success,0
P002929,R002929,Cash,58.68,Success,0
P002930,R002930,Card,81.08,Success,20
P002931,R002931,UPI,53.04,Success,5
P002932,R002932,Card,111.52,Success,0
P002933,R002933,UPI,58.0,Success,0
P002934,R002934,Card,66.76,Success,20
P002935,R002935,Cash,70.52,Success,0
P002936,R002936,UPI,179.0,Success,0
P002937,R002937,UPI,71.68,Success,0
P002938,R002938,UPI,139.52,Success,0
P002939,R002939,Card,96.68,Success,0
P002940,R002940,UPI,50.62,Failed,20
P002941,R002941,UPI,49.32,Success,0
P002942,R002942,UPI,101.16,Success,5
P002943,R002943,UPI,73.6,Failed,0
P002944,R002944,UPI,62.2,Success,0
P002945,R002945,UPI,76.8,Success,5
P002946,R002946,UPI,53.2,Success,0
P002947,R002947,UPI,67.36,Success,0
P002948,R002948,UPI,84.96,Success,0
P002949,R002949,UPI,68.92,Success,0
P002950,R002950,Card,94.6,Success,5
P002951,R002951,Cash,50.8,Success,0
P002952,R002952,UPI,46.72,Success,5
P002953,R002953,UPI,95.92,Success,5
P002954,R002954,UPI,48.56,Success,0
P002955,R002955,UPI,98.8,Success,0
P002956,R002956,Card,94.68,Success,5
P002957,R002957,UPI,98.52,Success,5
P002958,R002958,UPI,115.08,Success,0
P002959,R002959,Cash,42.56,Success,0
P002960,R002960,Card,50.54,Success,0
P002961,R002961,UPI,160.04,Success,0
P002962,R002962,UPI,94.48,Success,0
P002963,R002963,Card,41.88,Success,0
P002964,R002964,Card,39.84,Success,5
P002965,R002965,UPI,75.8,Success,0
P002966,R002966,Card,70.72,Success,0
P002967,R002967,UPI,79.36,Success,0
P002968,R002968,Cash,80.92,Success,20
P002969,R002969,Card,55.0,Success,0
P002970,R002970,Card,102.36,Success,5
P002971,R002971,Cash,57.86,Success,0
P002972,R002972,Card,64.76,Success,0
P002973,R002973,UPI,29.66,Pending,0
P002974,R002974,Card,77.96,Success,0
P002975,R002975,UPI,39.82,Success,5
P002976,R002976,UPI,60.76,Success,10
P002977,R002977,UPI,140.44,Success,0
P002978,R002978,UPI,85.84,Success,0
P002979,R002979,Card,83.0,Success,10
P002980,R002980,Cash,48.74,Success,0
P002981,R002981,Cash,71.68,Success,0
P002982,R002982,Card,63.96,Success,0
P002983,R002983,UPI,35.12,Success,0
P002984,R002984,UPI,104.56,Success,0
P002985,R002985,UPI,34.04,Success,0
P002986,R002986,UPI,49.94,Success,0
P002987,R002987,Card,72.28,Success,0
P002988,R002988,UPI,91.24,Success,20
P002989,R002989,UPI,120.76,Failed,0
P002990,R002990,Wallet,87.04,Success,0
P002991,R002991,UPI,33.24,Success,0
P002992,R002992,Card,116.12,Success,0
P002993,R002993,Card,64.92,Success,0
P002994,R002994,UPI,51.62,Success,0
P002995,R002995,UPI,41.56,Success,10
P002996,R002996,Card,57.96,Success,0
P002997,R002997,UPI,123.52,Success,0
P002998,R002998,Card,129.68,Success,0
P002999,R002999,UPI,42.38,Success,0
P003000,R003000,Card,38.24,Success,0
P003001,R003001,UPI,130.76,Success,0
P003002,R003002,Card,78.96,Success,20
P003003,R003003,UPI,44.44,Success,0
P003004,R003004,UPI,67.04,Success,0
P003005,R003005,UPI,75.76,Success,0
P003006,R003006,UPI,85.0,Success,0
P003007,R003007,Card,211.04,Success,0
P003008,R003008,UPI,222.4,Success,0
P003009,R003009,Card,80.48,Success,5
P003010,R003010,UPI,94.64,Success,0
P003011,R003011,UPI,131.44,Success,0
P003012,R003012,Cash,95.8,Success,0
P003013,R003013,Card,53.32,Success,0
P003014,R003014,UPI,87.5,Failed,0
P003015,R003015,Wallet,42.18,Failed,0
P003016,R003016,UPI,56.6,Success,0
P003017,R003017,Card,49.06,Success,5
P003018,R003018,Cash,35.72,Success,0
P003019,R003019,Card,73.08,Success,0
P003020,R003020,Card,150.72,Success,5
P003021,R003021,Cash,55.56,Success,10
P003022,R003022,UPI,51.4,Success,0
P003023,R003023,UPI,63.24,Success,10
P003024,R003024,UPI,70.3,Success,5
P003025,R003025,UPI,40.52,Success,0
P003026,R003026,UPI,223.0,Success,0
P003027,R003027,UPI,127.84,Success,0
P003028,R003028,UPI,117.28,Success,5
P003029,R003029,UPI,83.0,Success,0
P003030,R003030,UPI,49.12,Failed,5
P003031,R003031,UPI,31.58,Success,0
P003032,R003032,UPI,94.48,Success,0
P003033,R003033,Cash,53.78,Success,0
P003034,R003034,UPI,53.32,Success,0
P003035,R003035,UPI,93.2,Success,0
P003036,R003036,UPI,59.8,Success,0
P003037,R003037,UPI,76.72,Pending,0
P003038,R003038,UPI,44.6,Success,0
P003039,R003039,UPI,104.76,Pending,20
P003040,R003040,UPI,73.0,Success,0
P003041,R003041,UPI,35.0,Success,0
P003042,R003042,Wallet,98.44,Success,0
P003043,R003043,Card,40.92,Success,0
P003044,R003044,Card,84.76,Success,0
P003045,R003045,Wallet,55.16,Success,0
P003046,R003046,UPI,79.96,Success,5
P003047,R003047,UPI,178.84,Pending,0
P003048,R003048,Wallet,48.44,Success,0
P003049,R003049,Card,73.86,Success,0
P003050,R003050,Card,38.88,Success,0
P003051,R003051,Card,146.28,Success,20
P003052,R003052,UPI,41.4,Success,0
P003053,R003053,Card,65.32,Success,0
P003054,R003054,Card,168.28,Success,0
P003055,R003055,Card,88.92,Success,0
P003056,R003056,UPI,61.96,Success,0
P003057,R003057,Card,203.76,Success,5
P003058,R003058,UPI,49.76,Success,5
P003059,R003059,UPI,223.4,Success,0
P003060,R003060,UPI,42.5,Success,0
P003061,R003061,Cash,32.66,Success,0
P003062,R003062,UPI,139.72,Success,0
P003063,R003063,UPI,51.52,Success,0
P003064,R003064,UPI,68.76,Success,0
P003065,R003065,Cash,57.82,Success,10
P003066,R003066,Card,63.92,Success,10
P003067,R003067,UPI,146.08,Failed,0
P003068,R003068,Card,28.82,Success,0
P003069,R003069,UPI,66.86,Success,0
P003070,R003070,UPI,111.64,Failed,0
P003071,R003071,UPI,159.76,Success,0
P003072,R003072,UPI,136.72,Success,0
P003073,R003073,UPI,58.96,Success,0
P003074,R003074,UPI,97.0,Success,0
P003075,R003075,Card,41.24,Success,0
P003076,R003076,UPI,74.44,Success,0
P003077,R003077,Card,79.28,Success,5
P003078,R003078,UPI,59.4,Failed,0
P003079,R003079,UPI,81.88,Failed,0
P003080,R003080,Card,90.98,Success,10
P003081,R003081,UPI,49.84,Success,0
P003082,R003082,Card,45.72,Success,0
P003083,R003083,UPI,89.84,Success,5
P003084,R003084,Cash,60.28,Success,0
P003085,R003085,UPI,66.16,Success,0
P003086,R003086,UPI,69.08,Success,5
P003087,R003087,UPI,105.32,Failed,0
P003088,R003088,Card,125.8,Success,0
P003089,R003089,UPI,114.2,Failed,0
P003090,R003090,UPI,62.48,Success,0
P003091,R003091,UPI,62.6,Success,0
P003092,R003092,UPI,60.96,Success,5
P003093,R003093,UPI,52.74,Success,0
P003094,R003094,UPI,203.08,Success,0
P003095,R003095,Card,146.92,Success,0
P003096,R003096,UPI,73.98,Success,10
P003097,R003097,UPI,74.06,Success,0
P003098,R003098,UPI,60.2,Success,5
P003099,R003099,Card,89.96,Success,0
P003100,R003100,UPI,49.96,Success,5
P003101,R003101,UPI,56.52,Success,0
P003102,R003102,UPI,101.52,Success,5
P003103,R003103,Card,114.4,Success,0
P003104,R003104,UPI,73.4,Success,20
P003105,R003105,Card,92.92,Success,0
P003106,R003106,UPI,55.16,Success,0
P003107,R003107,Card,58.48,Success,0
P003108,R003108,UPI,103.96,Success,0
P003109,R003109,UPI,110.8,Success,0
P003110,R003110,UPI,36.88,Success,5
P003111,R003111,Card,54.52,Success,0
P003112,R003112,Cash,37.32,Success,0
P003113,R003113,Card,38.08,Success,5
P003114,R003114,UPI,67.24,Success,0
P003115,R003115,UPI,32.04,Success,0
P003116,R003116,UPI,77.92,Success,5
P003117,R003117,Cash,37.96,Success,0
P003118,R003118,Card,39.8,Success,0
P003119,R003119,Wallet,84.08,Success,0
P003120,R003120,Card,42.04,Success,0
P003121,R003121,UPI,94.08,Success,20
P003122,R003122,Card,56.32,Success,0
P003123,R003123,UPI,117.76,Success,0
P003124,R003124,UPI,162.88,Success,0
P003125,R003125,Cash,104.36,Success,0
P003126,R003126,UPI,97.56,Success,0
P003127,R003127,UPI,55.08,Success,0
P003128,R003128,Wallet,34.04,Success,0
P003129,R003129,UPI,105.36,Success,0
P003130,R003130,UPI,89.44,Success,0
P003131,R003131,UPI,74.44,Success,0
P003132,R003132,UPI,72.12,Success,0
P003133,R003133,UPI,162.48,Success,5
P003134,R003134,UPI,119.16,Success,10
P003135,R003135,UPI,60.04,Success,0
P003136,R003136,UPI,292.24,Success,0
P003137,R003137,UPI,146.44,Success,0
P003138,R003138,UPI,81.76,Success,0
P003139,R003139,UPI,292.04,Success,10
P003140,R003140,UPI,104.08,Success,5
P003141,R003141,UPI,140.32,Success,0
P003142,R003142,UPI,93.04,Success,0
P003143,R003143,Card,57.24,Success,10
P003144,R003144,Card,57.1,Success,5
