ride_id,driver_id,customer_id,vehicle_id,start_time,end_time,distance_km,fare_amount,payment_id,rating,city
R002849,D0264,C00739,V0097,2024-08-01 22:11:00,2024-08-01 22:28:00,2.81,93.72,P002849,5.0,Mumbai
R002850,D0187,C00285,V0192,2024-02-09 13:44:00,2024-02-09 14:01:00,3.58,41.48,P002850,5.0,Delhi
R002851,D0231,C00710,V0107,2024-09-26 19:24:00,2024-09-26 19:30:00,1.64,59.68,P002851,4.6,Kolkata
R002852,D0265,C00964,V0120,2025-08-20 07:40:00,2025-08-20 07:49:00,1.46,36.68,P002852,4.6,Bangalore
R002853,D0090,C01600,V0234,2024-12-23 15:33:00,2024-12-23 15:48:00,2.69,72.28,P002853,4.7,Bangalore
R002854,D0050,C01387,V0033,2024-07-03 09:53:00,2024-07-03 10:02:00,1.28,55.36,P002854,4.4,Kolkata
R002855,D0264,C01504,V0097,2024-08-25 09:42:00,2024-08-25 10:16:00,9.2,150.4,P002855,4.9,Mumbai
R002856,D0178,C00658,V0112,2025-05-11 15:50:00,2025-05-11 16:13:00,2.98,75.76,P002856,5.0,Bangalore
R002857,D0220,C00503,V0088,2025-02-05 19:22:00,2025-02-05 20:13:00,15.42,148.36,P002857,4.3,Bangalore
R002858,D0162,C01033,V0020,2025-07-10 15:18:00,2025-07-10 15:35:00,2.68,72.16,P002858,4.6,Mumbai
R002859,D0146,C00979,V0269,2024-04-08 07:07:00,2024-04-08 07:42:00,5.2,102.4,P002859,4.9,Kolkata
R002860,D0119,C01154,V0044,2024-10-21 13:28:00,2024-10-21 13:42:00,1.01,52.12,P002860,4.4,Bangalore
R002861,D0069,C01213,V0214,2024-11-29 07:42:00,2024-11-29 08:28:00,12.1,92.6,P002861,4.8,Ahmedabad
R002862,D0221,C00139,V0220,2025-03-11 03:11:00,2025-03-11 03:25:00,1.39,28.34,P002862,4.9,Delhi
R002863,D0117,C01839,V0021,2025-04-20 10:42:00,2025-04-20 10:53:00,2.06,64.72,P002863,4.4,Hyderabad
R002864,D0027,C00456,V0126,2024-04-26 11:44:00,2024-04-26 11:57:00,2.7,36.2,P002864,3.8,Ahmedabad
R002865,D0043,C01282,V0284,2025-02-11 22:08:00,2025-02-11 22:40:00,7.89,134.68,P002865,4.8,Hyderabad
R002866,D0231,C00120,V0107,2025-05-10 15:38:00,2025-05-10 16:35:00,15.63,237.56,P002866,5.0,Kolkata
R002867,D0140,C00132,V0051,2025-02-25 21:15:00,2025-02-25 21:56:00,9.51,154.12,P002867,3.7,Ahmedabad
R002868,D0293,C00428,V0198,2024-01-30 09:17:00,2024-01-30 09:34:00,1.81,61.72,P002868,4.1,Hyderabad
R002869,D0095,C00776,V0047,2025-06-03 06:56:00,2025-06-03 07:15:00,3.68,54.44,P002869,4.7,Ahmedabad
R002870,D0193,C01455,V0157,2025-02-22 01:35:00,2025-02-22 01:50:00,4.09,54.54,P002870,5.0,Hyderabad
R002871,D0211,C01654,V0150,2024-11-26 08:43:00,2024-11-26 08:59:00,1.28,35.24,P002871,4.0,Bangalore
R002872,D0170,C00846,V0132,2024-11-21 13:25:00,2024-11-21 13:42:00,3.84,86.08,P002872,4.4,Ahmedabad
R002873,D0266,C01950,V0133,2025-03-28 13:25:00,2025-03-28 13:54:00,5.93,55.58,P002873,3.9,Kolkata
R002874,D0156,C00525,V0033,2024-09-23 01:17:00,2024-09-23 01:31:00,4.29,91.48,P002874,5.0,Delhi
R002875,D0299,C00687,V0280,2025-05-12 23:14:00,2025-05-12 23:34:00,1.33,55.96,P002875,4.6,Mumbai
R002876,D0140,C01408,V0051,2024-12-13 20:52:00,2024-12-13 21:14:00,6.18,114.16,P002876,5.0,Ahmedabad
R002877,D0137,C00218,V0259,2024-02-16 09:28:00,2024-02-16 10:18:00,8.66,143.92,P002877,5.0,Bangalore
R002878,D0077,C01452,V0276,2025-02-23 07:36:00,2025-02-23 08:06:00,6.69,120.28,P002878,4.4,Chennai
R002879,D0242,C01260,V0221,2024-06-19 17:13:00,2024-06-19 17:36:00,4.89,98.68,P002879,5.0,Ahmedabad
R002880,D0245,C00769,V0172,2024-04-22 19:39:00,2024-04-22 20:10:00,6.62,119.44,P002880,4.2,Bangalore
R002881,D0139,C01781,V0084,2024-12-03 04:38:00,2024-12-03 05:12:00,10.32,163.84,P002881,4.7,Mumbai
R002882,D0292,C00067,V0194,2025-07-06 00:46:00,2025-07-06 01:06:00,3.35,100.2,P002882,5.0,Hyderabad
R002883,D0200,C00942,V0014,2024-01-22 12:05:00,2024-01-22 12:20:00,3.34,40.04,P002883,4.6,Bangalore
R002884,D0207,C01461,V0110,2024-12-07 11:49:00,2024-12-07 12:19:00,4.76,97.12,P002884,4.8,Pune
R002885,D0020,C01585,V0227,2025-07-20 02:41:00,2025-07-20 03:30:00,14.91,238.92,P002885,4.6,Hyderabad
R002886,D0094,C00594,V0113,2024-02-20 16:13:00,2024-02-20 16:50:00,8.46,92.68,P002886,4.0,Chennai
R002887,D0245,C01044,V0172,2025-01-05 17:12:00,2025-01-05 17:39:00,7.76,143.12,P002887,4.7,Bangalore
R002888,D0285,C00182,V0054,2024-06-09 17:25:00,2024-06-09 17:43:00,4.64,95.68,P002888,4.2,Chennai
R002889,D0066,C01774,V0234,2024-08-22 09:51:00,2024-08-22 09:57:00,0.74,48.88,P002889,4.2,Ahmedabad
R002890,D0059,C00196,V0187,2024-06-14 11:21:00,2024-06-14 11:50:00,5.71,108.52,P002890,4.5,Ahmedabad
R002891,D0023,C00583,V0220,2025-02-27 06:35:00,2025-02-27 06:56:00,1.66,29.96,P002891,5.0,Chennai
R002892,D0217,C00773,V0289,2024-09-11 00:02:00,2024-09-11 00:15:00,1.89,62.68,P002892,5.0,Kolkata
R002893,D0266,C00553,V0133,2024-01-21 16:06:00,2024-01-21 16:23:00,6.25,67.5,P002893,5.0,Kolkata
R002894,D0089,C00637,V0180,2025-05-28 12:50:00,2025-05-28 13:10:00,4.94,109.28,P002894,4.8,Hyderabad
R002895,D0237,C01840,V0023,2025-05-11 01:10:00,2025-05-11 01:26:00,3.34,61.72,P002895,4.5,Ahmedabad
R002896,D0197,C01147,V0172,2024-10-16 09:01:00,2024-10-16 09:04:00,1.33,55.96,P002896,4.3,Pune
R002897,D0285,C00350,V0054,2024-08-23 20:49:00,2024-08-23 22:12:00,23.4,320.8,P002897,4.7,Chennai
R002898,D0052,C00999,V0059,2024-09-10 01:17:00,2024-09-10 01:45:00,3.9,86.8,P002898,5.0,Chennai
R002899,D0136,C00858,V0081,2024-05-06 12:41:00,2024-05-06 12:53:00,0.97,32.76,P002899,5.0,Mumbai
R002900,D0211,C00771,V0150,2025-02-14 04:52:00,2025-02-14 05:11:00,1.72,38.76,P002900,4.5,Bangalore
R002901,D0277,C01909,V0084,2024-10-03 02:04:00,2024-10-03 02:10:00,1.82,61.84,P002901,4.4,Bangalore
R002902,D0173,C00243,V0188,2024-03-16 16:46:00,2024-03-16 16:56:00,2.43,44.44,P002902,4.6,Bangalore
R002903,D0079,C00328,V0087,2025-03-01 00:00:00,2025-03-01 00:33:00,7.6,141.2,P002903,3.8,Hyderabad
R002904,D0082,C01278,V0175,2025-07-08 19:58:00,2025-07-08 20:03:00,1.16,63.92,P002904,3.9,Ahmedabad
R002905,D0071,C00538,V0263,2024-06-04 03:47:00,2024-06-04 03:53:00,0.69,24.14,P002905,5.0,Pune
R002906,D0200,C01842,V0014,2025-02-04 06:53:00,2025-02-04 07:10:00,2.18,43.08,P002906,4.0,Bangalore
R002907,D0261,C00386,V0214,2024-11-15 10:27:00,2024-11-15 10:33:00,1.27,27.62,P002907,5.0,Pune
R002908,D0139,C01855,V0084,2025-06-08 23:01:00,2025-06-08 23:13:00,2.39,68.68,P002908,4.4,Mumbai
R002909,D0125,C01396,V0055,2024-11-05 08:29:00,2024-11-05 08:51:00,4.25,91.0,P002909,4.8,Delhi
R002910,D0066,C01535,V0234,2024-07-26 03:16:00,2024-07-26 03:39:00,2.92,75.04,P002910,4.6,Ahmedabad
R002911,D0108,C01664,V0105,2025-08-13 15:24:00,2025-08-13 15:39:00,4.18,45.08,P002911,4.4,Delhi
R002912,D0048,C00725,V0054,2024-10-25 13:05:00,2024-10-25 13:14:00,2.26,67.12,P002912,4.0,Bangalore
R002913,D0267,C01240,V0115,2024-08-15 13:35:00,2024-08-15 14:08:00,9.01,97.08,P002913,5.0,Ahmedabad
R002914,D0069,C00809,V0214,2024-10-12 15:18:00,2024-10-12 16:00:00,11.04,86.24,P002914,4.3,Ahmedabad
R002915,D0253,C00013,V0158,2025-06-30 16:15:00,2025-06-30 16:22:00,1.75,39.0,P002915,4.8,Ahmedabad
R002916,D0073,C00158,V0238,2025-01-26 00:31:00,2025-01-26 00:41:00,1.81,49.48,P002916,4.3,Kolkata
R002917,D0153,C00156,V0279,2025-02-07 11:48:00,2025-02-07 12:10:00,5.19,102.28,P002917,3.9,Kolkata
R002918,D0105,C00185,V0248,2025-07-13 22:06:00,2025-07-13 22:32:00,5.15,66.2,P002918,4.5,Pune
R002919,D0137,C00142,V0259,2025-04-08 07:36:00,2025-04-08 07:52:00,4.2,100.4,P002919,5.0,Bangalore
R002920,D0072,C00360,V0184,2024-01-26 12:49:00,2024-01-26 13:01:00,1.75,61.0,P002920,4.6,Mumbai
R002921,D0156,C01794,V0033,2024-08-25 14:23:00,2024-08-25 14:45:00,5.88,110.56,P002921,4.1,Delhi
R002922,D0191,C00355,V0050,2025-05-03 18:06:00,2025-05-03 18:51:00,13.19,130.52,P002922,4.8,Bangalore
R002923,D0035,C00947,V0027,2024-11-14 10:09:00,2024-11-14 10:35:00,4.4,92.8,P002923,4.7,Ahmedabad
R002924,D0150,C00168,V0102,2024-03-26 03:35:00,2024-03-26 03:58:00,6.18,74.44,P002924,3.8,Delhi
R002925,D0177,C00056,V0028,2024-06-22 06:55:00,2024-06-22 07:11:00,3.45,40.7,P002925,4.7,Kolkata
R002926,D0157,C00641,V0217,2025-05-16 18:15:00,2025-05-16 18:26:00,1.83,30.98,P002926,4.8,Delhi
R002927,D0062,C00107,V0241,2024-03-26 04:25:00,2024-03-26 04:42:00,3.48,81.76,P002927,4.7,Hyderabad
R002928,D0114,C01928,V0119,2025-04-29 16:46:00,2025-04-29 16:53:00,1.39,28.34,P002928,4.7,Mumbai
R002929,D0290,C01241,V0102,2025-08-03 07:03:00,2025-08-03 07:25:00,4.21,58.68,P002929,4.7,Delhi
R002930,D0263,C00369,V0248,2025-05-20 08:26:00,2025-05-20 08:43:00,3.26,61.08,P002930,4.8,Kolkata
R002931,D0236,C01314,V0150,2024-11-14 23:21:00,2024-11-14 23:34:00,1.63,48.04,P002931,4.5,Kolkata
R002932,D0213,C00112,V0009,2024-06-03 01:20:00,2024-06-03 01:42:00,5.96,111.52,P002932,5.0,Pune
R002933,D0091,C00725,V0293,2025-08-01 19:26:00,2025-08-01 19:34:00,1.5,58.0,P002933,4.1,Bangalore
R002934,D0221,C00210,V0220,2024-01-06 08:44:00,2024-01-06 09:11:00,4.46,46.76,P002934,4.3,Delhi
R002935,D0017,C01288,V0170,2024-08-02 17:50:00,2024-08-02 18:16:00,8.42,70.52,P002935,4.3,Mumbai
R002936,D0201,C00578,V0211,2025-05-15 17:31:00,2025-05-15 19:01:00,26.5,179.0,P002936,3.4,Bangalore
R002937,D0117,C00466,V0021,2024-11-16 20:15:00,2024-11-16 20:26:00,2.64,71.68,P002937,4.5,Hyderabad
R002938,D0131,C01013,V0148,2024-11-25 14:45:00,2024-11-25 15:27:00,7.46,139.52,P002938,4.6,Pune
R002939,D0247,C00782,V0258,2025-05-09 16:35:00,2025-05-09 17:06:00,7.71,96.68,P002939,4.5,Pune
R002940,D0157,C01178,V0217,2024-03-24 03:27:00,2024-03-24 03:41:00,1.77,30.62,P002940,4.7,Delhi
R002941,D0190,C01158,V0066,2024-03-20 12:08:00,2024-03-20 12:20:00,3.22,49.32,P002941,4.8,Mumbai
R002942,D0141,C01247,V0240,2024-01-14 05:33:00,2024-01-14 05:53:00,4.68,96.16,P002942,4.0,Ahmedabad
R002943,D0277,C01824,V0084,2024-05-04 05:12:00,2024-05-04 05:25:00,2.8,73.6,P002943,4.7,Bangalore
R002944,D0253,C01100,V0158,2025-03-24 03:02:00,2025-03-24 03:20:00,4.65,62.2,P002944,5.0,Ahmedabad
R002945,D0086,C00504,V0024,2025-03-10 15:10:00,2025-03-10 15:13:00,2.65,71.8,P002945,4.5,Ahmedabad
R002946,D0279,C00722,V0029,2025-06-21 15:08:00,2025-06-21 15:19:00,1.1,53.2,P002946,5.0,Chennai
R002947,D0275,C00480,V0051,2025-07-14 13:25:00,2025-07-14 13:36:00,2.28,67.36,P002947,4.7,Ahmedabad
R002948,D0051,C01147,V0123,2024-01-10 09:07:00,2024-01-10 09:21:00,2.08,84.96,P002948,4.3,Delhi
R002949,D0086,C01159,V0024,2025-03-21 09:46:00,2025-03-21 09:49:00,2.41,68.92,P002949,4.0,Ahmedabad
R002950,D0020,C01106,V0227,2024-10-04 16:20:00,2024-10-04 16:48:00,3.3,89.6,P002950,4.4,Hyderabad
R002951,D0222,C00694,V0051,2025-01-15 18:41:00,2025-01-15 18:56:00,0.9,50.8,P002951,4.2,Chennai
R002952,D0049,C01943,V0057,2024-06-18 04:18:00,2024-06-18 04:37:00,2.09,41.72,P002952,4.0,Chennai
R002953,D0221,C01323,V0220,2025-06-19 21:13:00,2025-06-19 21:53:00,11.82,90.92,P002953,4.8,Delhi
R002954,D0029,C00175,V0069,2025-01-15 16:38:00,2025-01-15 17:00:00,4.76,48.56,P002954,4.4,Ahmedabad
R002955,D0259,C00679,V0239,2024-09-14 15:29:00,2024-09-14 15:45:00,4.9,98.8,P002955,4.6,Mumbai
R002956,D0282,C01316,V0148,2024-08-03 10:59:00,2024-08-03 11:15:00,4.14,89.68,P002956,3.9,Hyderabad
R002957,D0252,C00388,V0093,2024-05-18 05:33:00,2024-05-18 05:53:00,4.46,93.52,P002957,3.9,Delhi
R002958,D0194,C00998,V0057,2025-04-30 00:20:00,2025-04-30 00:53:00,10.01,115.08,P002958,4.4,Delhi
R002959,D0132,C00265,V0058,2025-03-02 05:09:00,2025-03-02 05:25:00,3.76,42.56,P002959,4.5,Chennai
R002960,D0037,C01802,V0032,2025-04-26 02:00:00,2025-04-26 02:17:00,5.09,50.54,P002960,4.4,Chennai
R002961,D0150,C00481,V0102,2024-11-15 22:12:00,2024-11-15 23:21:00,16.88,160.04,P002961,4.5,Delhi
R002962,D0117,C00038,V0021,2024-07-23 22:06:00,2024-07-23 22:27:00,4.54,94.48,P002962,5.0,Hyderabad
R002963,D0246,C01956,V0079,2025-07-04 14:21:00,2025-07-04 14:36:00,2.11,41.88,P002963,4.8,Mumbai
R002964,D0253,C00699,V0158,2024-04-06 01:39:00,2024-04-06 01:50:00,1.23,34.84,P002964,4.5,Ahmedabad
R002965,D0185,C01390,V0053,2025-04-24 19:10:00,2025-04-24 19:35:00,5.1,75.8,P002965,4.6,Chennai
R002966,D0199,C01965,V0282,2024-03-09 11:40:00,2024-03-09 11:54:00,2.56,70.72,P002966,4.4,Chennai
R002967,D0077,C00063,V0276,2025-07-26 07:22:00,2025-07-26 07:39:00,3.28,79.36,P002967,4.1,Chennai
R002968,D0201,C01279,V0211,2024-01-15 06:17:00,2024-01-15 06:36:00,6.82,60.92,P002968,5.0,Bangalore
R002969,D0036,C00932,V0002,2024-10-18 13:37:00,2024-10-18 13:45:00,1.25,55.0,P002969,4.8,Chennai
R002970,D0020,C01332,V0227,2024-11-09 11:39:00,2024-11-09 12:07:00,4.78,97.36,P002970,4.4,Hyderabad
R002971,D0023,C01210,V0220,2025-02-16 08:35:00,2025-02-16 08:58:00,6.31,57.86,P002971,4.3,Chennai
R002972,D0194,C01300,V0057,2025-07-08 20:42:00,2025-07-08 21:02:00,3.72,64.76,P002972,4.4,Delhi
R002973,D0187,C00354,V0192,2024-07-26 02:37:00,2024-07-26 02:47:00,1.61,29.66,P002973,4.4,Delhi
R002974,D0173,C01195,V0188,2024-06-05 03:46:00,2024-06-05 04:12:00,6.62,77.96,P002974,4.2,Bangalore
R002975,D0008,C01196,V0203,2024-08-09 08:11:00,2024-08-09 08:21:00,2.47,34.82,P002975,5.0,Chennai
R002976,D0261,C01653,V0214,2024-09-26 18:06:00,2024-09-26 18:24:00,3.46,50.76,P002976,4.7,Pune
R002977,D0020,C01567,V0227,2024-05-09 16:37:00,2024-05-09 17:03:00,8.37,140.44,P002977,4.8,Hyderabad
R002978,D0217,C00688,V0289,2025-01-27 10:36:00,2025-01-27 10:51:00,3.82,85.84,P002978,4.6,Kolkata
R002979,D0229,C00280,V0266,2024-10-10 23:55:00,2024-10-11 00:15:00,2.75,73.0,P002979,4.9,Bangalore
R002980,D0260,C01996,V0070,2025-04-29 06:10:00,2025-04-29 06:33:00,4.79,48.74,P002980,4.6,Chennai
R002981,D0119,C01611,V0044,2024-01-03 07:13:00,2024-01-03 07:32:00,2.64,71.68,P002981,5.0,Bangalore
R002982,D0280,C01333,V0047,2024-04-03 19:09:00,2024-04-03 19:30:00,4.87,63.96,P002982,5.0,Chennai
R002983,D0212,C00740,V0161,2024-05-26 05:30:00,2024-05-26 05:40:00,2.52,35.12,P002983,4.0,Mumbai
R002984,D0292,C01130,V0194,2024-01-01 10:04:00,2024-01-01 10:28:00,5.38,104.56,P002984,5.0,Hyderabad
R002985,D0234,C00090,V0158,2024-02-23 04:32:00,2024-02-23 04:47:00,1.13,34.04,P002985,4.8,Delhi
R002986,D0002,C00781,V0119,2025-03-26 13:42:00,2025-03-26 13:57:00,4.99,49.94,P002986,4.6,Delhi
R002987,D0182,C00445,V0120,2025-04-28 10:19:00,2025-04-28 10:44:00,5.91,72.28,P002987,5.0,Chennai
R002988,D0212,C00027,V0161,2025-05-27 03:15:00,2025-05-27 03:52:00,8.54,71.24,P002988,4.5,Mumbai
R002989,D0072,C01988,V0184,2025-07-27 12:24:00,2025-07-27 12:54:00,6.73,120.76,P002989,4.5,Mumbai
R002990,D0166,C00841,V0279,2025-01-29 22:30:00,2025-01-29 22:41:00,3.92,87.04,P002990,3.9,Pune
R002991,D0237,C01401,V0023,2024-12-29 09:53:00,2024-12-29 10:07:00,1.03,33.24,P002991,4.7,Ahmedabad
R002992,D0236,C00349,V0150,2025-06-18 10:33:00,2025-06-18 11:13:00,11.39,116.12,P002992,4.0,Kolkata
R002993,D0078,C00219,V0047,2024-03-21 19:53:00,2024-03-21 20:24:00,3.74,64.92,P002993,4.4,Bangalore
R002994,D0097,C01168,V0288,2024-08-07 05:40:00,2024-08-07 06:01:00,5.27,51.62,P002994,4.1,Mumbai
R002995,D0241,C01188,V0277,2024-10-11 22:09:00,2024-10-11 22:21:00,0.82,31.56,P002995,4.8,Pune
R002996,D0227,C01308,V0128,2025-03-23 17:28:00,2025-03-23 17:47:00,4.12,57.96,P002996,4.4,Bangalore
R002997,D0254,C01030,V0110,2025-05-16 22:50:00,2025-05-16 23:19:00,6.96,123.52,P002997,4.5,Bangalore
R002998,D0238,C01042,V0110,2024-09-13 21:07:00,2024-09-13 21:36:00,6.64,129.68,P002998,4.4,Kolkata
R002999,D0100,C01466,V0116,2025-07-25 13:41:00,2025-07-25 13:57:00,3.73,42.38,P002999,4.5,Kolkata
R003000,D0183,C00308,V0231,2024-12-22 05:01:00,2024-12-22 05:22:00,3.04,38.24,P003000,4.2,Bangalore
R003001,D0001,C01726,V0080,2025-01-09 14:49:00,2025-01-09 15:44:00,13.22,130.76,P003001,3.9,Bangalore
R003002,D0083,C01637,V0149,2024-12-20 23:27:00,2024-12-20 23:43:00,1.58,58.96,P003002,4.0,Hyderabad
R003003,D0239,C01410,V0038,2024-08-06 19:35:00,2024-08-06 19:43:00,2.43,44.44,P003003,4.8,Pune
R003004,D0264,C01198,V0097,2024-07-14 12:23:00,2024-07-14 12:36:00,1.42,67.04,P003004,4.9,Mumbai
R003005,D0214,C01971,V0186,2024-07-02 23:00:00,2024-07-02 23:08:00,2.98,75.76,P003005,4.6,Pune
R003006,D0104,C00723,V0290,2024-07-19 14:23:00,2024-07-19 14:52:00,7.5,85.0,P003006,4.2,Ahmedabad
R003007,D0024,C01613,V0091,2025-06-22 06:00:00,2025-06-22 06:43:00,13.42,211.04,P003007,4.6,Ahmedabad
R003008,D0043,C01616,V0284,2025-08-23 09:21:00,2025-08-23 10:16:00,15.2,222.4,P003008,4.1,Hyderabad
R003009,D0191,C00573,V0050,2024-04-06 11:58:00,2024-04-06 12:25:00,6.31,75.48,P003009,5.0,Bangalore
R003010,D0051,C01683,V0123,2024-09-16 16:58:00,2024-09-16 17:07:00,3.72,94.64,P003010,4.8,Delhi
R003011,D0248,C01154,V0124,2024-01-14 19:17:00,2024-01-14 19:52:00,7.62,131.44,P003011,4.8,Kolkata
R003012,D0280,C01954,V0047,2024-02-04 20:17:00,2024-02-04 20:54:00,8.85,95.8,P003012,4.4,Chennai
R003013,D0184,C01175,V0077,2025-05-05 12:02:00,2025-05-05 12:15:00,1.11,53.32,P003013,4.4,Hyderabad
R003014,D0148,C00889,V0095,2024-09-16 08:40:00,2024-09-16 09:24:00,11.25,87.5,P003014,4.7,Delhi
R003015,D0115,C01408,V0049,2024-02-28 18:52:00,2024-02-28 19:03:00,2.03,42.18,P003015,4.9,Bangalore
R003016,D0185,C01606,V0053,2024-02-01 22:59:00,2024-02-01 23:26:00,3.95,56.6,P003016,4.1,Chennai
R003017,D0009,C01761,V0058,2025-04-27 19:40:00,2025-04-27 20:07:00,4.01,44.06,P003017,5.0,Delhi
R003018,D0142,C01267,V0264,2025-04-10 15:11:00,2025-04-10 15:29:00,2.62,35.72,P003018,4.9,Hyderabad
R003019,D0005,C01293,V0047,2025-04-29 23:55:00,2025-04-30 00:24:00,6.01,73.08,P003019,4.7,Pune
R003020,D0276,C00245,V0012,2025-07-12 03:02:00,2025-07-12 03:29:00,8.81,145.72,P003020,4.9,Chennai
R003021,D0150,C00117,V0102,2025-01-13 00:39:00,2025-01-13 00:48:00,2.57,45.56,P003021,4.6,Delhi
R003022,D0098,C01908,V0187,2024-06-05 22:47:00,2024-06-05 22:52:00,0.95,51.4,P003022,4.0,Delhi
R003023,D0182,C01815,V0120,2024-06-30 04:05:00,2024-06-30 04:32:00,3.53,53.24,P003023,5.0,Chennai
R003024,D0266,C01737,V0133,2025-03-05 03:03:00,2025-03-05 03:36:00,7.55,65.3,P003024,4.7,Kolkata
R003025,D0191,C01217,V0050,2025-03-30 20:45:00,2025-03-30 21:05:00,1.94,40.52,P003025,4.2,Bangalore
R003026,D0282,C00403,V0148,2024-03-04 10:06:00,2024-03-04 10:55:00,15.25,223.0,P003026,4.0,Hyderabad
R003027,D0092,C00405,V0196,2025-07-11 08:54:00,2025-07-11 09:24:00,7.32,127.84,P003027,4.3,Bangalore
R003028,D0037,C01232,V0032,2024-07-17 20:39:00,2024-07-17 21:29:00,15.38,112.28,P003028,4.6,Chennai
R003029,D0107,C01390,V0124,2024-01-18 10:53:00,2024-01-18 11:14:00,2.75,83.0,P003029,4.4,Pune
R003030,D0002,C00376,V0119,2024-11-20 22:10:00,2024-11-20 22:35:00,4.02,44.12,P003030,4.7,Delhi
R003031,D0287,C01095,V0078,2025-08-23 23:23:00,2025-08-23 23:34:00,1.93,31.58,P003031,4.7,Hyderabad
R003032,D0204,C00991,V0191,2025-06-12 00:42:00,2025-06-12 01:03:00,4.54,94.48,P003032,4.2,Mumbai
R003033,D0144,C00343,V0105,2025-02-16 13:53:00,2025-02-16 14:16:00,5.63,53.78,P003033,4.9,Bangalore
R003034,D0050,C00698,V0033,2024-03-03 02:12:00,2024-03-03 02:21:00,1.11,53.32,P003034,4.8,Kolkata
R003035,D0299,C00421,V0280,2025-05-28 04:46:00,2025-05-28 05:03:00,3.6,93.2,P003035,4.4,Mumbai
R003036,D0280,C01596,V0047,2024-09-30 02:11:00,2024-09-30 02:32:00,3.1,59.8,P003036,4.5,Chennai
R003037,D0092,C00310,V0196,2025-03-30 01:17:00,2025-03-30 01:36:00,3.06,76.72,P003037,5.0,Bangalore
R003038,D0100,C01227,V0116,2024-07-22 22:32:00,2024-07-22 22:49:00,4.1,44.6,P003038,4.4,Kolkata
R003039,D0173,C00805,V0188,2025-02-23 05:40:00,2025-02-23 06:21:00,7.47,84.76,P003039,4.7,Bangalore
R003040,D0005,C01169,V0047,2024-01-04 09:17:00,2024-01-04 09:38:00,4.75,73.0,P003040,4.3,Pune
R003041,D0056,C01201,V0068,2025-07-28 11:07:00,2025-07-28 11:12:00,1.25,35.0,P003041,5.0,Bangalore
R003042,D0300,C01150,V0271,2024-12-15 14:36:00,2024-12-15 14:51:00,4.87,98.44,P003042,4.6,Pune
R003043,D0095,C01736,V0047,2024-03-29 18:59:00,2024-03-29 19:15:00,1.99,40.92,P003043,4.8,Ahmedabad
R003044,D0079,C00449,V0087,2025-04-19 02:07:00,2025-04-19 02:23:00,3.73,84.76,P003044,4.6,Hyderabad
R003045,D0142,C00497,V0264,2024-04-02 05:46:00,2024-04-02 06:15:00,5.86,55.16,P003045,5.0,Hyderabad
R003046,D0024,C01061,V0091,2024-03-29 05:20:00,2024-03-29 05:33:00,2.08,74.96,P003046,4.7,Ahmedabad
R003047,D0134,C00799,V0287,2024-01-21 05:50:00,2024-01-21 06:35:00,11.57,178.84,P003047,4.8,Mumbai
R003048,D0241,C01746,V0277,2024-01-11 06:40:00,2024-01-11 06:58:00,2.93,48.44,P003048,3.8,Pune
R003049,D0121,C00081,V0192,2025-01-18 14:05:00,2025-01-18 14:40:00,7.31,73.86,P003049,5.0,Kolkata
R003050,D0189,C00421,V0025,2024-09-09 09:53:00,2024-09-09 10:05:00,1.48,38.88,P003050,4.4,Pune
R003051,D0047,C01226,V0054,2024-07-14 23:48:00,2024-07-15 00:15:00,7.19,126.28,P003051,4.3,Chennai
R003052,D0261,C01534,V0214,2024-05-15 09:03:00,2024-05-15 09:12:00,1.9,41.4,P003052,4.5,Pune
R003053,D0253,C01226,V0158,2025-01-23 22:18:00,2025-01-23 22:44:00,5.04,65.32,P003053,5.0,Ahmedabad
R003054,D0109,C00576,V0152,2024-07-01 08:08:00,2024-07-01 09:11:00,17.91,168.28,P003054,4.4,Delhi
R003055,D0286,C01627,V0092,2025-08-01 10:26:00,2025-08-01 10:47:00,6.74,88.92,P003055,4.1,Pune
R003056,D0110,C00421,V0289,2024-08-19 06:17:00,2024-08-19 06:26:00,1.83,61.96,P003056,4.7,Hyderabad
R003057,D0228,C01165,V0124,2024-07-23 05:18:00,2024-07-23 05:59:00,13.23,198.76,P003057,4.7,Pune
R003058,D0211,C00584,V0150,2024-09-22 22:28:00,2024-09-22 22:44:00,2.47,44.76,P003058,4.2,Bangalore
R003059,D0199,C00969,V0282,2024-09-27 02:31:00,2024-09-27 03:23:00,14.45,223.4,P003059,5.0,Chennai
R003060,D0177,C01887,V0028,2024-12-29 18:23:00,2024-12-29 18:35:00,3.75,42.5,P003060,4.6,Kolkata
R003061,D0041,C01670,V0141,2024-12-23 20:33:00,2024-12-23 20:46:00,2.11,32.66,P003061,4.7,Delhi
R003062,D0158,C01586,V0266,2025-04-05 20:43:00,2025-04-05 21:11:00,8.31,139.72,P003062,3.9,Chennai
R003063,D0276,C00868,V0012,2024-06-23 01:53:00,2024-06-23 02:06:00,0.96,51.52,P003063,4.1,Chennai
R003064,D0123,C00692,V0247,2025-08-22 12:09:00,2025-08-22 12:41:00,5.47,68.76,P003064,5.0,Pune
R003065,D0206,C00644,V0214,2025-07-04 18:13:00,2025-07-04 18:29:00,2.97,47.82,P003065,4.4,Delhi
R003066,D0172,C00393,V0198,2025-03-20 11:41:00,2025-03-20 12:03:00,1.16,53.92,P003066,5.0,Kolkata
